exp_type;metric;revision_nr;traintestsplit;independent_test;revtype;trial;init_train_val;pfc;ppc1;ppc2;pfw;nfw;npc2;npc1;nfc;init_test_val;pfc;ppc1;ppc2;pfw;nfw;npc2;npc1;nfc;new_train_val;pfc;ppc1;ppc2;pfw;nfw;npc2;npc1;nfc;new_test_val;pfc;ppc1;ppc2;pfw;nfw;npc2;npc1;nfc;
sel;random;0;false;false;alteration;50;0.6251664447403462;939;0;0;0;563;0;0;0;0.6251664447403462;939;0;0;0;563;0;0;0;0.6251664447403462;939;0;0;0;563;0;0;0;0.6251664447403462;939;0;0;0;563;0;0;0;
sel;accuracy;0;false;false;alteration;50;0.6251664447403462;939;0;0;0;563;0;0;0;0.6251664447403462;939;0;0;0;563;0;0;0;0.6251664447403462;939;0;0;0;563;0;0;0;0.6251664447403462;939;0;0;0;563;0;0;0;
sel;random;0;false;false;alteration;51;0.08827448367754831;5;0;4;0;1244;37;208;3;0.08827448367754831;5;0;4;0;1244;37;208;3;0.7205196535642905;5;0;3;1;65;679;25;723;0.7205196535642905;5;0;3;1;65;679;25;723;
sel;accuracy;0;false;false;alteration;51;0.08827448367754831;5;0;4;0;1244;37;208;3;0.08827448367754831;5;0;4;0;1244;37;208;3;0.9873417721518987;0;0;4;5;0;0;24;1468;0.9873417721518987;0;0;4;5;0;0;24;1468;
sel;random;0;false;false;alteration;52;0.9324234354194407;1351;1;84;0;52;0;14;0;0.9324234354194407;1351;1;84;0;52;0;14;0;0.9513981358189081;1407;10;19;0;51;4;11;0;0.9513981358189081;1407;10;19;0;51;4;11;0;
sel;accuracy;0;false;false;alteration;52;0.9324234354194407;1351;1;84;0;52;0;14;0;0.9324234354194407;1351;1;84;0;52;0;14;0;0.9563914780292944;1433;1;2;0;62;0;4;0;0.9563914780292944;1433;1;2;0;62;0;4;0;
sel;random;0;false;false;alteration;53;0.6209193870752832;932;0;0;0;569;0;0;0;0.6209193870752832;932;0;0;0;569;0;0;0;0.6235842771485676;923;9;0;0;552;17;0;0;0.6235842771485676;923;9;0;0;552;17;0;0;
sel;accuracy;0;false;false;alteration;53;0.6209193870752832;932;0;0;0;569;0;0;0;0.6209193870752832;932;0;0;0;569;0;0;0;0.6895403064623584;828;104;0;0;259;310;0;0;0.6895403064623584;828;104;0;0;259;310;0;0;
sel;random;0;false;false;alteration;54;0.6042638241172552;907;0;0;0;594;0;0;0;0.6042638241172552;907;0;0;0;594;0;0;0;0.6042638241172552;907;0;0;0;594;0;0;0;0.6042638241172552;907;0;0;0;594;0;0;0;
sel;accuracy;0;false;false;alteration;54;0.6042638241172552;907;0;0;0;594;0;0;0;0.6042638241172552;907;0;0;0;594;0;0;0;0.6042638241172552;907;0;0;0;594;0;0;0;0.6042638241172552;907;0;0;0;594;0;0;0;
sel;random;0;false;false;alteration;55;0.34443704197201863;472;0;62;0;939;3;25;0;0.34443704197201863;472;0;62;0;939;3;25;0;0.3970686209193871;204;17;278;35;540;102;263;62;0.3970686209193871;204;17;278;35;540;102;263;62;
sel;accuracy;0;false;false;alteration;55;0.34443704197201863;472;0;62;0;939;3;25;0;0.34443704197201863;472;0;62;0;939;3;25;0;0.616588940706196;0;0;274;260;0;0;357;610;0.616588940706196;0;0;274;260;0;0;357;610;
sel;random;0;false;false;alteration;56;0.2028647568287808;154;0;105;0;1046;0;196;0;0.2028647568287808;154;0;105;0;1046;0;196;0;0.1798800799467022;231;2;26;0;1192;43;7;0;0.1798800799467022;231;2;26;0;1192;43;7;0;
sel;accuracy;0;false;false;alteration;56;0.2028647568287808;154;0;105;0;1046;0;196;0;0.2028647568287808;154;0;105;0;1046;0;196;0;0.7078614257161893;0;0;153;106;0;0;512;730;0.7078614257161893;0;0;153;106;0;0;512;730;
sel;random;0;false;false;alteration;57;0.6299133910726182;867;0;82;0;477;0;75;0;0.6299133910726182;867;0;82;0;477;0;75;0;0.5;0;0;949;0;0;0;552;0;0.5;0;0;949;0;0;0;552;0;
sel;accuracy;0;false;false;alteration;57;0.6299133910726182;867;0;82;0;477;0;75;0;0.6299133910726182;867;0;82;0;477;0;75;0;0.7544970019986675;765;0;184;0;1;0;551;0;0.7544970019986675;765;0;184;0;1;0;551;0;
sel;random;0;false;false;alteration;58;0.14014647137150466;0;0;17;0;1086;7;387;5;0.14014647137150466;0;0;17;0;1086;7;387;5;0.8671770972037284;0;0;9;8;1;4;368;1112;0.8671770972037284;0;0;9;8;1;4;368;1112;
sel;accuracy;0;false;false;alteration;58;0.14014647137150466;0;0;17;0;1086;7;387;5;0.14014647137150466;0;0;17;0;1086;7;387;5;0.8831557922769641;0;0;9;8;0;0;326;1159;0.8831557922769641;0;0;9;8;0;0;326;1159;
sel;random;0;false;false;alteration;59;0.2475016655562958;0;0;1;0;833;316;276;75;0.2475016655562958;0;0;1;0;833;316;276;75;0.03930712858094604;0;0;1;0;1383;76;41;0;0.03930712858094604;0;0;1;0;1383;76;41;0;
sel;accuracy;0;false;false;alteration;59;0.2475016655562958;0;0;1;0;833;316;276;75;0.2475016655562958;0;0;1;0;833;316;276;75;0.9966688874083944;0;0;1;0;0;0;9;1491;0.9966688874083944;0;0;1;0;0;0;9;1491;
sel;random;0;false;false;alteration;60;0.7898067954696868;1115;0;141;0;245;0;0;0;0.7898067954696868;1115;0;141;0;245;0;0;0;0.5759493670886076;486;0;757;13;245;0;0;0;0.5759493670886076;486;0;757;13;245;0;0;0;
sel;accuracy;0;false;false;alteration;60;0.7898067954696868;1115;0;141;0;245;0;0;0;0.7898067954696868;1115;0;141;0;245;0;0;0;0.8334443704197202;1246;0;10;0;245;0;0;0;0.8334443704197202;1246;0;10;0;245;0;0;0;
sel;random;0;false;false;alteration;61;0.6378162450066578;953;10;0;0;539;0;0;0;0.6378162450066578;953;10;0;0;539;0;0;0;0.5732356857523302;505;458;0;0;285;254;0;0;0.5732356857523302;505;458;0;0;285;254;0;0;
sel;accuracy;0;false;false;alteration;61;0.6378162450066578;953;10;0;0;539;0;0;0;0.6378162450066578;953;10;0;0;539;0;0;0;0.6398135818908123;959;4;0;0;539;0;0;0;0.6398135818908123;959;4;0;0;539;0;0;0;
sel;random;0;false;false;alteration;62;0.6335776149233844;951;0;0;0;550;0;0;0;0.6335776149233844;951;0;0;0;550;0;0;0;0.5939373750832778;832;119;0;0;550;0;0;0;0.5939373750832778;832;119;0;0;550;0;0;0;
sel;accuracy;0;false;false;alteration;62;0.6335776149233844;951;0;0;0;550;0;0;0;0.6335776149233844;951;0;0;0;550;0;0;0;0.6335776149233844;951;0;0;0;550;0;0;0;0.6335776149233844;951;0;0;0;550;0;0;0;
sel;random;0;false;false;alteration;63;0.6194278110445776;931;0;0;0;572;0;0;0;0.6194278110445776;931;0;0;0;572;0;0;0;0.6194278110445776;931;0;0;0;572;0;0;0;0.6194278110445776;931;0;0;0;572;0;0;0;
sel;accuracy;0;false;false;alteration;63;0.6194278110445776;931;0;0;0;572;0;0;0;0.6194278110445776;931;0;0;0;572;0;0;0;0.6194278110445776;931;0;0;0;572;0;0;0;0.6194278110445776;931;0;0;0;572;0;0;0;
sel;random;0;false;false;alteration;64;0.2896138482023968;284;2;85;0;918;6;205;2;0.2896138482023968;284;2;85;0;918;6;205;2;0.2480026631158455;371;0;0;0;1128;3;0;0;0.2480026631158455;371;0;0;0;1128;3;0;0;
sel;accuracy;0;false;false;alteration;64;0.2896138482023968;284;2;85;0;918;6;205;2;0.2896138482023968;284;2;85;0;918;6;205;2;0.6521304926764314;0;0;176;195;0;0;479;652;0.6521304926764314;0;0;176;195;0;0;479;652;
sel;random;0;false;false;alteration;65;0.6312458361092605;942;0;11;0;548;0;0;0;0.6312458361092605;942;0;11;0;548;0;0;0;0.5526315789473684;708;20;223;2;548;0;0;0;0.5526315789473684;708;20;223;2;548;0;0;0;
sel;accuracy;0;false;false;alteration;65;0.6312458361092605;942;0;11;0;548;0;0;0;0.6312458361092605;942;0;11;0;548;0;0;0;0.6349100599600267;953;0;0;0;548;0;0;0;0.6349100599600267;953;0;0;0;548;0;0;0;
sel;random;0;false;false;alteration;66;0.6082611592271818;906;13;0;0;581;1;0;0;0.6082611592271818;906;13;0;0;581;1;0;0;0.608927381745503;908;11;0;0;581;1;0;0;0.608927381745503;908;11;0;0;581;1;0;0;
sel;accuracy;0;false;false;alteration;66;0.6082611592271818;906;13;0;0;581;1;0;0;0.6082611592271818;906;13;0;0;581;1;0;0;0.6132578281145902;869;50;0;0;529;53;0;0;0.6132578281145902;869;50;0;0;529;53;0;0;
sel;random;0;false;false;alteration;67;0.6425716189207196;958;5;0;0;530;8;0;0;0.6425716189207196;958;5;0;0;530;8;0;0;0.7278481012658228;854;109;0;0;170;368;0;0;0.7278481012658228;854;109;0;0;170;368;0;0;
sel;accuracy;0;false;false;alteration;67;0.6425716189207196;958;5;0;0;530;8;0;0;0.6425716189207196;958;5;0;0;530;8;0;0;0.7365089940039973;842;121;0;0;132;406;0;0;0.7365089940039973;842;121;0;0;132;406;0;0;
sel;random;0;false;false;alteration;68;0.06795469686875417;3;0;1;0;1300;2;195;0;0.06795469686875417;3;0;1;0;1300;2;195;0;0.4930046635576283;1;2;1;0;22;747;728;0;0.4930046635576283;1;2;1;0;22;747;728;0;
sel;accuracy;0;false;false;alteration;68;0.06795469686875417;3;0;1;0;1300;2;195;0;0.06795469686875417;3;0;1;0;1300;2;195;0;0.9800133244503664;0;0;2;2;0;0;54;1443;0.9800133244503664;0;0;2;2;0;0;54;1443;
sel;random;0;false;false;alteration;69;0.06962025316455697;8;0;4;0;1300;2;187;0;0.06962025316455697;8;0;4;0;1300;2;187;0;0.25949367088607594;8;0;4;0;747;0;725;17;0.25949367088607594;8;0;4;0;747;0;725;17;
sel;accuracy;0;false;false;alteration;69;0.06962025316455697;8;0;4;0;1300;2;187;0;0.06962025316455697;8;0;4;0;1300;2;187;0;0.7111925383077948;0;0;6;6;0;0;849;640;0.7111925383077948;0;0;6;6;0;0;849;640;
sel;random;0;false;false;alteration;70;0.0776149233844104;106;0;6;0;1374;12;3;0;0.0776149233844104;106;0;6;0;1374;12;3;0;0.09293804130579614;62;0;50;0;1284;4;101;0;0.09293804130579614;62;0;50;0;1284;4;101;0;
sel;accuracy;0;false;false;alteration;70;0.0776149233844104;106;0;6;0;1374;12;3;0;0.0776149233844104;106;0;6;0;1374;12;3;0;0.9403730846102598;0;0;99;13;0;0;54;1335;0.9403730846102598;0;0;99;13;0;0;54;1335;
sel;random;0;false;false;alteration;71;0.0669553630912725;0;0;1;0;1300;0;200;0;0.0669553630912725;0;0;1;0;1300;0;200;0;0.24716855429713525;0;0;1;0;759;0;741;0;0.24716855429713525;0;0;1;0;759;0;741;0;
sel;accuracy;0;false;false;alteration;71;0.0669553630912725;0;0;1;0;1300;0;200;0;0.0669553630912725;0;0;1;0;1300;0;200;0;0.5;0;0;1;0;0;0;1500;0;0.5;0;0;1;0;0;0;1500;0;
sel;random;0;false;false;alteration;72;0.6125916055962691;919;0;1;0;581;0;0;0;0.6125916055962691;919;0;1;0;581;0;0;0;0.6052631578947368;897;0;23;0;581;0;0;0;0.6052631578947368;897;0;23;0;581;0;0;0;
sel;accuracy;0;false;false;alteration;72;0.6125916055962691;919;0;1;0;581;0;0;0;0.6125916055962691;919;0;1;0;581;0;0;0;0.6129247168554297;920;0;0;0;581;0;0;0;0.6129247168554297;920;0;0;0;581;0;0;0;
sel;random;0;false;false;alteration;73;0.6567909454061251;919;0;135;0;448;0;0;0;0.6567909454061251;919;0;135;0;448;0;0;0;0.6584553928095872;926;20;105;3;447;1;0;0;0.6584553928095872;926;20;105;3;447;1;0;0;
sel;accuracy;0;false;false;alteration;73;0.6567909454061251;919;0;135;0;448;0;0;0;0.6567909454061251;919;0;135;0;448;0;0;0;0.7380159786950733;769;0;285;0;54;1;393;0;0.7380159786950733;769;0;285;0;54;1;393;0;
sel;random;0;false;false;alteration;74;0.6148468708388815;914;18;0;0;569;1;0;0;0.6148468708388815;914;18;0;0;569;1;0;0;0.6205059920106525;932;0;0;0;570;0;0;0;0.6205059920106525;932;0;0;0;570;0;0;0;
sel;accuracy;0;false;false;alteration;74;0.6148468708388815;914;18;0;0;569;1;0;0;0.6148468708388815;914;18;0;0;569;1;0;0;0.6208388814913448;932;0;0;0;569;1;0;0;0.6208388814913448;932;0;0;0;569;1;0;0;
sel;random;0;false;false;alteration;75;0.6069287141905396;900;22;0;0;579;0;0;0;0.6069287141905396;900;22;0;0;579;0;0;0;0.5173217854763491;614;308;0;0;562;17;0;0;0.5173217854763491;614;308;0;0;562;17;0;0;
sel;accuracy;0;false;false;alteration;75;0.6069287141905396;900;22;0;0;579;0;0;0;0.6069287141905396;900;22;0;0;579;0;0;0;0.6139240506329113;921;1;0;0;579;0;0;0;0.6139240506329113;921;1;0;0;579;0;0;0;
sel;random;0;false;false;alteration;76;0.10252996005326231;0;0;5;0;1194;0;303;0;0.10252996005326231;0;0;5;0;1194;0;303;0;0.4640479360852197;0;0;5;0;108;0;1389;0;0.4640479360852197;0;0;5;0;108;0;1389;0;
sel;accuracy;0;false;false;alteration;76;0.10252996005326231;0;0;5;0;1194;0;303;0;0.10252996005326231;0;0;5;0;1194;0;303;0;0.7856191744340879;0;0;4;1;0;0;638;859;0.7856191744340879;0;0;4;1;0;0;638;859;
sel;random;0;false;false;alteration;77;0.6498002663115846;976;0;0;0;526;0;0;0;0.6498002663115846;976;0;0;0;526;0;0;0;0.6494673768308922;975;1;0;0;526;0;0;0;0.6494673768308922;975;1;0;0;526;0;0;0;
sel;accuracy;0;false;false;alteration;77;0.6498002663115846;976;0;0;0;526;0;0;0;0.6498002663115846;976;0;0;0;526;0;0;0;0.6498002663115846;976;0;0;0;526;0;0;0;0.6498002663115846;976;0;0;0;526;0;0;0;
sel;random;0;false;false;alteration;78;0.7121918720852765;846;101;0;0;209;345;0;0;0.7121918720852765;846;101;0;0;209;345;0;0;0.631578947368421;947;0;0;0;552;2;0;0;0.631578947368421;947;0;0;0;552;2;0;0;
sel;accuracy;0;false;false;alteration;78;0.7121918720852765;846;101;0;0;209;345;0;0;0.7121918720852765;846;101;0;0;209;345;0;0;0.7201865423051299;822;125;0;0;161;393;0;0;0.7201865423051299;822;125;0;0;161;393;0;0;
sel;random;0;false;false;alteration;79;0.6245836109260493;897;0;81;0;523;0;0;0;0.6245836109260493;897;0;81;0;523;0;0;0;0.5;0;0;978;0;0;0;523;0;0.5;0;0;978;0;0;0;523;0;
sel;accuracy;0;false;false;alteration;79;0.6245836109260493;897;0;81;0;523;0;0;0;0.6245836109260493;897;0;81;0;523;0;0;0;0.6775483011325782;735;0;243;0;202;0;321;0;0.6775483011325782;735;0;243;0;202;0;321;0;
sel;random;0;false;false;alteration;80;0.8841544607190412;1271;0;114;0;117;0;0;0;0.8841544607190412;1271;0;114;0;117;0;0;0;0.5006657789613849;6;0;1379;0;4;0;113;0;0.5006657789613849;6;0;1379;0;4;0;113;0;
sel;accuracy;0;false;false;alteration;80;0.8841544607190412;1271;0;114;0;117;0;0;0;0.8841544607190412;1271;0;114;0;117;0;0;0;0.9214380825565912;1383;0;2;0;117;0;0;0;0.9214380825565912;1383;0;2;0;117;0;0;0;
sel;random;0;false;false;alteration;81;0.6347305389221557;954;0;0;0;549;0;0;0;0.6347305389221557;954;0;0;0;549;0;0;0;0.6320691949434465;946;8;0;0;549;0;0;0;0.6320691949434465;946;8;0;0;549;0;0;0;
sel;accuracy;0;false;false;alteration;81;0.6347305389221557;954;0;0;0;549;0;0;0;0.6347305389221557;954;0;0;0;549;0;0;0;0.7029274783765802;853;101;0;0;243;306;0;0;0.7029274783765802;853;101;0;0;243;306;0;0;
sel;random;0;false;false;alteration;82;0.6155896069287142;924;0;0;0;577;0;0;0;0.6155896069287142;924;0;0;0;577;0;0;0;0.6155896069287142;924;0;0;0;577;0;0;0;0.6155896069287142;924;0;0;0;577;0;0;0;
sel;accuracy;0;false;false;alteration;82;0.6155896069287142;924;0;0;0;577;0;0;0;0.6155896069287142;924;0;0;0;577;0;0;0;0.6155896069287142;924;0;0;0;577;0;0;0;0.6155896069287142;924;0;0;0;577;0;0;0;
sel;random;0;false;false;alteration;83;0.06962025316455696;11;0;2;0;1303;4;181;0;0.06962025316455696;11;0;2;0;1303;4;181;0;0.03597601598934044;11;0;2;0;1404;41;43;0;0.03597601598934044;11;0;2;0;1404;41;43;0;
sel;accuracy;0;false;false;alteration;83;0.06962025316455696;11;0;2;0;1303;4;181;0;0.06962025316455696;11;0;2;0;1303;4;181;0;0.7838107928047968;0;0;9;4;0;0;632;856;0.7838107928047968;0;0;9;4;0;0;632;856;
sel;random;0;false;false;alteration;84;0.5905459387483355;887;0;0;0;615;0;0;0;0.5905459387483355;887;0;0;0;615;0;0;0;0.5905459387483355;887;0;0;0;615;0;0;0;0.5905459387483355;887;0;0;0;615;0;0;0;
sel;accuracy;0;false;false;alteration;84;0.5905459387483355;887;0;0;0;615;0;0;0;0.5905459387483355;887;0;0;0;615;0;0;0;0.6677762982689747;795;92;0;0;291;324;0;0;0.6677762982689747;795;92;0;0;291;324;0;0;
sel;random;0;false;false;alteration;85;0.1279147235176549;3;0;0;0;1132;201;153;12;0.1279147235176549;3;0;0;0;1132;201;153;12;0.262491672218521;3;0;0;0;745;637;87;29;0.262491672218521;3;0;0;0;745;637;87;29;
sel;accuracy;0;false;false;alteration;85;0.1279147235176549;3;0;0;0;1132;201;153;12;0.1279147235176549;3;0;0;0;1132;201;153;12;0.9950033311125916;0;0;0;3;0;0;9;1489;0.9950033311125916;0;0;0;3;0;0;9;1489;
sel;random;0;false;false;alteration;86;0.1345769487008661;25;0;2;0;1140;155;161;18;0.1345769487008661;25;0;2;0;1140;155;161;18;0.31812125249833445;5;0;22;0;637;0;751;86;0.31812125249833445;5;0;22;0;637;0;751;86;
sel;accuracy;0;false;false;alteration;86;0.1345769487008661;25;0;2;0;1140;155;161;18;0.1345769487008661;25;0;2;0;1140;155;161;18;0.9780146568954031;0;0;22;5;0;0;34;1440;0.9780146568954031;0;0;22;5;0;0;34;1440;
sel;random;0;false;false;alteration;87;0.6142571618920719;922;0;0;0;579;0;0;0;0.6142571618920719;922;0;0;0;579;0;0;0;0.6142571618920719;922;0;0;0;579;0;0;0;0.6142571618920719;922;0;0;0;579;0;0;0;
sel;accuracy;0;false;false;alteration;87;0.6142571618920719;922;0;0;0;579;0;0;0;0.6142571618920719;922;0;0;0;579;0;0;0;0.6142571618920719;922;0;0;0;579;0;0;0;0.6142571618920719;922;0;0;0;579;0;0;0;
sel;random;0;false;false;alteration;88;0.0709526982011992;4;0;1;0;1294;17;183;2;0.0709526982011992;4;0;1;0;1294;17;183;2;0.5266489007328448;0;0;4;1;10;1393;2;91;0.5266489007328448;0;0;4;1;10;1393;2;91;
sel;accuracy;0;false;false;alteration;88;0.0709526982011992;4;0;1;0;1294;17;183;2;0.0709526982011992;4;0;1;0;1294;17;183;2;0.9250499666888741;0;0;3;2;0;213;5;1278;0.9250499666888741;0;0;3;2;0;213;5;1278;
sel;random;0;false;false;alteration;89;0.6301597869507324;946;0;1;0;555;0;0;0;0.6301597869507324;946;0;1;0;555;0;0;0;0.6304926764314248;947;0;0;0;555;0;0;0;0.6304926764314248;947;0;0;0;555;0;0;0;
sel;accuracy;0;false;false;alteration;89;0.6301597869507324;946;0;1;0;555;0;0;0;0.6301597869507324;946;0;1;0;555;0;0;0;0.6304926764314248;947;0;0;0;555;0;0;0;0.6304926764314248;947;0;0;0;555;0;0;0;
sel;random;0;false;false;alteration;90;0.5942704863424384;892;0;0;0;609;0;0;0;0.5942704863424384;892;0;0;0;609;0;0;0;0.5942704863424384;892;0;0;0;609;0;0;0;0.5942704863424384;892;0;0;0;609;0;0;0;
sel;accuracy;0;false;false;alteration;90;0.5942704863424384;892;0;0;0;609;0;0;0;0.5942704863424384;892;0;0;0;609;0;0;0;0.5942704863424384;892;0;0;0;609;0;0;0;0.5942704863424384;892;0;0;0;609;0;0;0;
sel;random;0;false;false;alteration;91;0.5799467021985343;779;2;179;0;539;1;1;0;0.5799467021985343;779;2;179;0;539;1;1;0;0.37874750166555626;203;0;721;36;532;0;8;1;0.37874750166555626;203;0;721;36;532;0;8;1;
sel;accuracy;0;false;false;alteration;91;0.5799467021985343;779;2;179;0;539;1;1;0;0.5799467021985343;779;2;179;0;539;1;1;0;0.6882078614257161;581;3;375;1;20;1;515;5;0.6882078614257161;581;3;375;1;20;1;515;5;
sel;random;0;false;false;alteration;92;0.10286284953395472;9;0;3;0;1202;0;288;0;0.10286284953395472;9;0;3;0;1202;0;288;0;0.18874833555259654;10;2;0;0;946;543;0;1;0.18874833555259654;10;2;0;0;946;543;0;1;
sel;accuracy;0;false;false;alteration;92;0.10286284953395472;9;0;3;0;1202;0;288;0;0.10286284953395472;9;0;3;0;1202;0;288;0;0.9011318242343542;0;0;4;8;0;0;277;1213;0.9011318242343542;0;0;4;8;0;0;277;1213;
sel;random;0;false;false;alteration;93;0.6295802798134577;945;0;0;0;556;0;0;0;0.6295802798134577;945;0;0;0;556;0;0;0;0.6295802798134577;945;0;0;0;556;0;0;0;0.6295802798134577;945;0;0;0;556;0;0;0;
sel;accuracy;0;false;false;alteration;93;0.6295802798134577;945;0;0;0;556;0;0;0;0.6295802798134577;945;0;0;0;556;0;0;0;0.6295802798134577;945;0;0;0;556;0;0;0;0.6295802798134577;945;0;0;0;556;0;0;0;
sel;random;0;false;false;alteration;94;0.6189207195203198;929;0;0;0;572;0;0;0;0.6189207195203198;929;0;0;0;572;0;0;0;0.6189207195203198;929;0;0;0;572;0;0;0;0.6189207195203198;929;0;0;0;572;0;0;0;
sel;accuracy;0;false;false;alteration;94;0.6189207195203198;929;0;0;0;572;0;0;0;0.6189207195203198;929;0;0;0;572;0;0;0;0.6189207195203198;929;0;0;0;572;0;0;0;0.6189207195203198;929;0;0;0;572;0;0;0;
sel;random;0;false;false;alteration;95;0.6321571238348869;930;0;33;0;533;0;6;0;0.6321571238348869;930;0;33;0;533;0;6;0;0.6864181091877497;913;0;50;0;353;0;186;0;0.6864181091877497;913;0;50;0;353;0;186;0;
sel;accuracy;0;false;false;alteration;95;0.6321571238348869;930;0;33;0;533;0;6;0;0.6321571238348869;930;0;33;0;533;0;6;0;0.7576564580559255;774;0;189;0;0;0;539;0;0.7576564580559255;774;0;189;0;0;0;539;0;
sel;random;0;false;false;alteration;96;0.6242504996668887;937;0;0;0;564;0;0;0;0.6242504996668887;937;0;0;0;564;0;0;0;0.6242504996668887;937;0;0;0;564;0;0;0;0.6242504996668887;937;0;0;0;564;0;0;0;
sel;accuracy;0;false;false;alteration;96;0.6242504996668887;937;0;0;0;564;0;0;0;0.6242504996668887;937;0;0;0;564;0;0;0;0.6242504996668887;937;0;0;0;564;0;0;0;0.6242504996668887;937;0;0;0;564;0;0;0;
sel;random;0;false;false;alteration;97;0.6289140572951366;944;0;0;0;557;0;0;0;0.6289140572951366;944;0;0;0;557;0;0;0;0.6182544970019987;906;38;0;0;551;6;0;0;0.6182544970019987;906;38;0;0;551;6;0;0;
sel;accuracy;0;false;false;alteration;97;0.6289140572951366;944;0;0;0;557;0;0;0;0.6289140572951366;944;0;0;0;557;0;0;0;0.6289140572951366;944;0;0;0;557;0;0;0;0.6289140572951366;944;0;0;0;557;0;0;0;
sel;random;0;false;false;alteration;98;0.5992010652463382;900;0;0;0;602;0;0;0;0.5992010652463382;900;0;0;0;602;0;0;0;0.5992010652463382;900;0;0;0;602;0;0;0;0.5992010652463382;900;0;0;0;602;0;0;0;
sel;accuracy;0;false;false;alteration;98;0.5992010652463382;900;0;0;0;602;0;0;0;0.5992010652463382;900;0;0;0;602;0;0;0;0.6741011984021306;806;94;0;0;283;319;0;0;0.6741011984021306;806;94;0;0;283;319;0;0;
sel;random;0;false;false;alteration;99;0.6344873501997337;953;0;0;0;549;0;0;0;0.6344873501997337;953;0;0;0;549;0;0;0;0.6344873501997337;953;0;0;0;549;0;0;0;0.6344873501997337;953;0;0;0;549;0;0;0;
sel;accuracy;0;false;false;alteration;99;0.6344873501997337;953;0;0;0;549;0;0;0;0.6344873501997337;953;0;0;0;549;0;0;0;0.6344873501997337;953;0;0;0;549;0;0;0;0.6344873501997337;953;0;0;0;549;0;0;0;
sel;random;0;false;false;alteration;100;0.614105123087159;923;0;0;0;580;0;0;0;0.614105123087159;923;0;0;0;580;0;0;0;0.5013306719893547;4;0;919;0;0;0;580;0;0.5013306719893547;4;0;919;0;0;0;580;0;
sel;accuracy;0;false;false;alteration;100;0.614105123087159;923;0;0;0;580;0;0;0;0.614105123087159;923;0;0;0;580;0;0;0;0.614105123087159;923;0;0;0;580;0;0;0;0.614105123087159;923;0;0;0;580;0;0;0;
